,log2FoldChange,AveExpr,t,pvalue,padj,B
BYSL,-0.033663884,3.244959501,-0.167859083,0.868683593,9.38E-01,-6.30E+00
ZNF514,-0.028144289,4.564103334,-0.168122335,0.868479694,0.937742474,-6.545470326
CA13,-0.029412971,4.051843568,-0.168290339,0.868349573,0.937691168,-6.466441665
GNPTAB,-0.029488627,6.654657375,-0.168333482,0.868316159,9.38E-01,-6.58E+00
CEP170P1,-0.056258247,1.406870479,-0.168991541,0.867806527,0.937613831,-5.913120504
AC025335.1,-0.040334862,2.751442504,-0.169086687,0.867732846,9.38E-01,-6.19E+00
CTD-3092A11.1,-0.051257843,2.129352772,-0.169286738,0.867577931,9.38E-01,-6.06E+00
DICER1,-0.027392001,7.534623545,-0.170434599,0.866689164,9.37E-01,-6.51E+00
RP11-96C23.11,-0.05484188,1.785925992,-0.171020364,0.866235688,0.936568914,-5.988295742
INSC,-0.067539615,1.153086966,-0.171319554,0.866004085,9.36E-01,-5.86E+00
CSDC2,-0.04639283,2.70668523,-0.171416218,0.86592926,0.936346369,-6.176477636
RIPK1,-0.021016753,5.680498438,-0.171798226,0.865633572,0.936081009,-6.61387887
MAP3K2,-0.031723256,7.080810881,-0.172124411,0.865381108,0.935862363,-6.549897343
SNRNP27,-0.028075626,4.610404633,-0.172299547,0.865245561,9.36E-01,-6.55E+00
NXT2,-0.061425536,3.09752164,-0.172750996,0.864896181,0.935500977,-6.263340301
RP11-18B3.2,-0.070907645,0.179649048,-0.172786019,0.864869078,9.36E-01,-5.67E+00
RPS16,-0.038064875,7.298410772,-0.172944491,0.864746442,0.935447718,-6.532477153
IREB2,-0.022005837,6.177038715,-0.173371993,0.864415633,0.935198549,-6.605355415
REV1,-0.026155738,6.1993248,-0.173438679,0.864364033,9.35E-01,-6.60E+00
AC145212.1,-0.136373756,0.537262675,-0.17344034,0.864362748,0.935197073,-5.737612876
SMIM10,-0.050013266,1.839842935,-0.173483907,0.864329037,9.35E-01,-6.00E+00
CDT1,-0.071423087,2.318670359,-0.173691594,0.864168337,0.935197073,-6.093635393
EPHA2,-0.048154053,5.733920903,-0.174039378,0.86389925,0.935069717,-6.613636962
FNTA,-0.020967846,6.713838316,-0.174210915,0.863766535,0.934985336,-6.576629514
TEX22,-0.069775063,-0.008467706,-0.175029792,0.863133043,9.35E-01,-5.64E+00
PCDHGA11,-0.042975068,2.52860079,-0.175157114,0.863034554,0.934573397,-6.137334231
TSC22D1,-0.038095111,7.411707634,-0.176079125,0.862321408,9.34E-01,-6.52E+00
BET1,-0.030570447,5.017811791,-0.176233243,0.862202215,9.34E-01,-6.59E+00
TPM4,-0.028542441,8.790900408,-0.176327556,0.862129276,0.933973382,-6.407058598
ADGRE5,-0.040728027,7.055357244,-0.176582163,0.861932376,0.933814416,-6.551066228
ARFGAP3,-0.036505031,5.881136556,-0.177116222,0.861519393,9.33E-01,-6.61E+00
ADAM20P1,-0.050013959,1.469574402,-0.177218926,0.861439978,0.933443925,-5.924377575
RAB26,-0.070008126,0.960040035,-0.177713796,0.861057343,0.933192263,-5.820535849
CCT6P1,-0.046127882,2.117720771,-0.17794257,0.860880467,0.933054889,-6.052301369
C16ORF86,-0.040840484,1.136700917,-0.17799744,0.860838046,9.33E-01,-5.86E+00
WRAP53,-0.055411128,2.866074186,-0.178120193,0.860743143,9.33E-01,-6.21E+00
ASNSD1,-0.037617022,5.125530069,-0.1781483,0.860721414,0.933014694,-6.59471108
UBE2D3,-0.033445762,7.90741432,-0.178421918,0.860509885,9.33E-01,-6.48E+00
FAM73A,-0.022115741,5.166100489,-0.178439838,0.860496032,0.932924816,-6.597011451
KIAA1614,-0.036180034,3.744368591,-0.178500892,0.860448834,9.33E-01,-6.40E+00
MMACHC,-0.030985653,3.738855867,-0.17866459,0.860322289,0.93288442,-6.403566214
ACADSB,-0.02988173,6.127847906,-0.178728903,0.860272573,9.33E-01,-6.61E+00
RAB28,-0.03052789,3.982681767,-0.178837225,0.860188839,9.33E-01,-6.45E+00
TNFRSF11A,-0.053334408,3.431509159,-0.178942239,0.860107664,0.93288442,-6.337301024
ZNF609,-0.024399572,6.764117528,-0.179173889,0.859928606,0.932783529,-6.572275672
ETS1,-0.040425583,6.989822712,-0.179299681,0.859831375,0.93273349,-6.555619027
NCAPG,-0.085644916,2.651625379,-0.179310278,0.859823185,0.93273349,-6.163065205
SUSD6,-0.033151671,6.599776345,-0.179628211,0.859577451,0.932619992,-6.583106702
ZIC5,-0.113636237,-0.056950261,-0.179713575,0.859511475,0.932602764,-5.626659022
ZNF575,-0.0575616,0.686312763,-0.1797191,0.859507205,9.33E-01,-5.77E+00
LINC00493,-0.047710849,3.578086961,-0.180793055,0.85867726,0.931914876,-6.369122498
ARSJ,-0.032141692,4.690939002,-0.181038538,0.858487576,0.931849068,-6.557897452
MTSS1L,-0.041288123,5.261148421,-0.181419476,0.858193244,0.931606825,-6.60138393
TGIF1,-0.027190013,5.411242385,-0.181481189,0.858145564,9.32E-01,-6.61E+00
RASL10B,-0.058462982,1.77842363,-0.1814912,0.858137829,9.32E-01,-5.98E+00
CENPE,-0.06391137,3.550277551,-0.181501844,0.858129605,9.32E-01,-6.36E+00
UBE2E2,-0.039214763,3.921294061,-0.181508101,0.858124771,9.32E-01,-6.44E+00
SAYSD1,-0.02354127,4.019772329,-0.181754298,0.857934562,9.32E-01,-6.46E+00
RIPPLY3,-0.076226463,1.187718438,-0.181789923,0.857907039,9.32E-01,-5.87E+00
HMG20A,-0.023590526,5.330923138,-0.182166317,0.85761626,0.931578031,-6.604185573
DNAH17,-0.041208043,4.066882068,-0.182497309,0.857360573,0.931408989,-6.466580652
TOP1MT,-0.030613144,3.827058681,-0.182530431,0.857334988,9.31E-01,-6.42E+00
ZMYM6,-0.025492761,4.974000654,-0.183149945,0.856856469,9.31E-01,-6.58E+00
C18ORF63,-0.114629893,-0.263938764,-0.183595926,0.856512024,0.930887923,-5.589678872
MYL9,-0.05276206,6.978870379,-0.183882993,0.85629033,0.930843841,-6.555595378
TAS2R64P,-0.040535351,2.336612976,-0.183975709,0.85621873,9.31E-01,-6.10E+00
ENGASE,-0.047793611,4.298926328,-0.184028609,0.856177879,9.31E-01,-6.51E+00
ZSCAN23,-0.04124931,1.957446229,-0.184098436,0.856123956,0.930820362,-6.019564596
CEBPB,-0.044408164,6.593718581,-0.184214425,0.856034388,9.31E-01,-6.58E+00
LHX6,-0.066280262,2.671045206,-0.184301041,0.855967503,0.930819033,-6.166371416
SAMD4A,-0.04544426,6.159528068,-0.184502806,0.855811705,0.930708927,-6.603900663
BMT2,-0.036617429,3.622021545,-0.185436231,0.855091016,0.930126591,-6.37765104
CCNB2,-0.08000234,1.880052312,-0.18581411,0.854799297,0.930012982,-6.00408474
C1ORF56,-0.037753547,2.144900893,-0.186725062,0.854096139,9.29E-01,-6.06E+00
LSM1,-0.04099904,3.77239852,-0.186876458,0.853979289,9.29E-01,-6.41E+00
PSMD6,-0.029844227,5.650179882,-0.187151034,0.853767377,9.29E-01,-6.61E+00
CNOT9,-0.032222282,5.332107758,-0.187235915,0.85370187,0.929278097,-6.603261126
CNIH1,-0.043112711,5.217288397,-0.187269818,0.853675705,0.929278097,-6.598128355
OPA3,-0.020641714,5.252086655,-0.187301828,0.853651002,0.929278097,-6.599837891
MTHFD2,-0.07886733,5.508281674,-0.187339792,0.853621704,0.929278097,-6.608666941
CXORF40B,-0.026315633,3.666883403,-0.187499107,0.853498758,9.29E-01,-6.39E+00
SPATA5,-0.019250852,4.860313556,-0.18759891,0.853421739,9.29E-01,-6.57E+00
RARS2,-0.030257943,5.098197531,-0.187713892,0.85333301,9.29E-01,-6.59E+00
CCDC15,-0.046250317,2.397015911,-0.188068446,0.853059419,0.929067697,-6.107224306
CCNC,-0.035063778,5.613369134,-0.188213619,0.852947403,9.29E-01,-6.61E+00
CTD-2666L21.2,-0.06569739,0.503689437,-0.188312676,0.852870972,0.928971155,-5.728598527
CLEC4A,-0.066969417,2.396843681,-0.188448264,0.852766355,9.29E-01,-6.11E+00
CCDC124,-0.030331319,3.981999692,-0.188474487,0.852746123,9.29E-01,-6.45E+00
ACTR2,-0.037098648,7.594946687,-0.188579627,0.852665003,0.928911555,-6.505615794
SESN1,-0.033630267,5.548452542,-0.188687577,0.852581715,9.29E-01,-6.61E+00
SLC12A7,-0.038674889,5.944984107,-0.188811088,0.852486425,0.928911555,-6.608836687
ACCS,-0.054248906,4.437356897,-0.189137928,0.852234275,0.928875483,-6.524763451
NEDD1,-0.035825757,4.643969465,-0.189215018,0.852174804,9.29E-01,-6.55E+00
RP3-461F17.3,-0.040287545,3.09067756,-0.189382409,0.852045673,0.928834436,-6.258727967
AMER2,-0.070368116,2.131697033,-0.189492074,0.851961077,9.29E-01,-6.05E+00
RBM7,-0.030961861,4.926662203,-0.189879724,0.851662055,9.29E-01,-6.58E+00
BRIX1,-0.036112358,4.525204211,-0.19002867,0.851547169,0.928724711,-6.536455369
MPEG1,-0.052555851,6.349775807,-0.190040603,0.851537965,9.29E-01,-6.59E+00
CORO1A,-0.051029151,5.725825661,-0.190047774,0.851532434,9.29E-01,-6.61E+00
HIST1H3E,-0.08585997,1.635050418,-0.190238718,0.851385159,0.928724711,-5.955115299
HIST1H4F,-0.073463577,2.438785688,-0.190239315,0.851384698,0.928724711,-6.115547923
LGALS4,-0.075300092,0.811293164,-0.190661937,0.851058751,0.928681694,-5.788347843
HP1BP3,-0.023530659,7.390636998,-0.190792222,0.850958274,9.29E-01,-6.52E+00
MOB3B,-0.036983663,4.865006914,-0.190983754,0.850810567,9.29E-01,-6.57E+00
F8,-0.046499061,5.482216989,-0.191000639,0.850797546,0.928667377,-6.607322102
AP1G2,-0.034342285,5.686233803,-0.191316786,0.850553752,9.29E-01,-6.61E+00
CLN8,-0.028830616,5.438336746,-0.191472859,0.850433403,0.928489134,-6.606082582
RPL34,-0.047836477,7.752092271,-0.192559093,0.849595908,0.92806463,-6.492063494
AHSA2,-0.038672709,5.875159938,-0.192739576,0.849456772,0.928021553,-6.609136003
SFXN3,-0.032128032,5.777886964,-0.19282574,0.84939035,9.28E-01,-6.61E+00
SH3BP1,-0.040855424,4.005311929,-0.193119271,0.849164079,0.927933803,-6.453218027
PELP1,-0.025925864,4.522940474,-0.193610199,0.848785674,0.927723938,-6.535447895
CABIN1,-0.034481035,6.619230697,-0.193889451,0.848570445,0.927652088,-6.579103999
SEL1L,-0.033126541,7.424755735,-0.194127729,0.848386805,0.9275058,-6.518286135
PCDHB15,-0.055847672,2.649449005,-0.194375101,0.848196167,9.27E-01,-6.16E+00
TMEM192,-0.02074877,5.543116172,-0.194678654,0.847962245,9.27E-01,-6.61E+00
TMEM177,-0.039021682,1.786500845,-0.194701356,0.84794475,9.27E-01,-5.98E+00
FAM126B,-0.027360791,5.791995336,-0.194942431,0.847758986,0.927091658,-6.609428772
HOOK1,-0.058269894,4.663073622,-0.195111559,0.847628668,9.27E-01,-6.55E+00
RPF2,-0.048575756,4.319408319,-0.195136257,0.847609638,9.27E-01,-6.51E+00
SOX8,-0.085491554,-0.00605034,-0.195152575,0.847597064,9.27E-01,-5.63E+00
EGFL8,-0.04992843,2.682825101,-0.195198304,0.84756183,9.27E-01,-6.17E+00
EIF3H,-0.036336284,6.399213562,-0.19528432,0.847495555,0.927058063,-6.591472077
TRAM1,-0.059089255,7.917906032,-0.195473189,0.847350035,0.927058063,-6.477930639
FAHD2B,-0.030597974,2.888684683,-0.19571755,0.847161769,9.27E-01,-6.21E+00
FOXO3B,-0.058646925,0.620662956,-0.195737396,0.847146479,0.926983101,-5.749837341
TIMM23,-0.043198011,4.388912149,-0.196062048,0.846896369,9.27E-01,-6.52E+00
ERMN,-0.070414863,1.36284623,-0.196154604,0.846825068,0.926832587,-5.899316006
GYPA,-0.084677804,0.596562451,-0.196377276,0.846653536,0.92675382,-5.745034298
AC240274.1,-0.046481217,4.754008767,-0.196662034,0.846434188,0.926568202,-6.56146545
FGF23,-0.086001274,3.596434672,-0.196965304,0.846200595,0.926530424,-6.369919206
FAM184A,-0.045051138,5.35604399,-0.197071565,0.846118751,0.926530424,-6.602247275
CELF2,-0.032152135,7.369906872,-0.197907848,0.845474696,0.926164662,-6.521934882
ARHGAP1,-0.028989975,5.715944667,-0.198342354,0.84514011,9.26E-01,-6.61E+00
PDGFRB,-0.059753057,7.154644939,-0.19866934,0.844888339,9.26E-01,-6.54E+00
ARL4A,-0.042312834,4.585798948,-0.199292808,0.844408331,9.25E-01,-6.54E+00
ECD,-0.025285572,5.076120878,-0.199337196,0.844374159,0.92543892,-6.587513397
RAB11FIP3,-0.044630827,5.269305207,-0.199420605,0.844309948,0.92543892,-6.598181439
TMOD1,-0.065683519,3.797951935,-0.199549521,0.844210707,9.25E-01,-6.41E+00
ATF2,-0.034393051,5.848283072,-0.199610164,0.844164024,0.925431852,-6.608028357
ZNF746,-0.021847374,4.882019522,-0.199653243,0.844130862,9.25E-01,-6.57E+00
SPAG5,-0.086999092,3.456184374,-0.199653986,0.84413029,9.25E-01,-6.34E+00
EPPK1,-0.070933272,6.886471605,-0.199889935,0.843948663,0.925425476,-6.559363405
MAP3K9,-0.031374842,4.772342783,-0.199898671,0.843941938,0.925425476,-6.562591042
PHAX,-0.020818563,4.906145097,-0.199941966,0.843908613,0.925425476,-6.574787206
ELF3,-0.084321495,6.941912677,-0.200126292,0.843766731,0.925425476,-6.55518348
TRMT10C,-0.055472274,3.477475685,-0.200207096,0.843704536,9.25E-01,-6.34E+00
NEMP2,-0.027005253,3.939532163,-0.200252891,0.843669288,0.925425476,-6.439355322
RPS6,-0.050172225,9.455944692,-0.200411366,0.843547313,9.25E-01,-6.34E+00
GALNT11,-0.024300887,5.67042151,-0.200455932,0.843513012,9.25E-01,-6.61E+00
CHD4,-0.029870153,7.922063621,-0.200604123,0.843398957,0.925421461,-6.47653944
BPI,-0.085093269,1.17045346,-0.200868552,0.843195449,0.925308092,-5.859120688
SH3BGRL2,-0.036752324,5.522866664,-0.201012491,0.843084676,0.925241074,-6.606243486
AL022067.1,-0.055205892,1.830932737,-0.201123518,0.842999234,9.25E-01,-5.99E+00
ETFBKMT,-0.030943757,3.361412434,-0.201332464,0.842838444,0.92523009,-6.31734831
ZNF250,-0.027328977,4.364837047,-0.201403181,0.842784026,0.92523009,-6.511865885
CR1L,-0.10490122,-0.045988689,-0.202950548,0.841593517,0.924287393,-5.624487423
ZNF28,-0.030186451,4.579871954,-0.20324982,0.841363309,9.24E-01,-6.54E+00
SETDB2,-0.03930618,5.10415075,-0.20364517,0.841059218,0.924107796,-6.588380918
FAM86EP,-0.052333635,1.380212732,-0.203754335,0.840975256,0.924070084,-5.90135678
SPI1,-0.060520766,5.798236881,-0.203952187,0.840823088,0.923974435,-6.607522131
GPR158,-0.103586232,0.432076059,-0.204007333,0.840780676,9.24E-01,-5.71E+00
LDB1,-0.039109188,5.32497279,-0.204166785,0.840658048,0.923974435,-6.599531783
UBE2R2,-0.027140065,5.420391106,-0.204430068,0.840455576,9.24E-01,-6.60E+00
ZER1,-0.028241762,5.200236112,-0.204554171,0.840360141,9.24E-01,-6.59E+00
COG8,-0.021455251,5.111130007,-0.204819067,0.840156446,9.24E-01,-6.59E+00
IAH1,-0.025244358,4.535395131,-0.204883638,0.840106795,0.923770149,-6.534732138
CCDC88A,-0.04930097,7.301996253,-0.205820723,0.839386315,9.23E-01,-6.53E+00
MZT2A,-0.030603068,3.884174674,-0.205886218,0.839335965,0.923250555,-6.42749867
ZNF33B,-0.03117127,5.365229951,-0.206168931,0.839118632,9.23E-01,-6.60E+00
ARHGEF28,-0.045458893,5.504644052,-0.206207963,0.839088628,9.23E-01,-6.60E+00
DCAF13,-0.04119657,5.058995263,-0.206511094,0.838855616,9.23E-01,-6.58E+00
RP4-682C21.2,-0.074842178,0.279757564,-0.2065933,0.838792428,9.23E-01,-5.68E+00
TOP2A,-0.12430192,4.541498527,-0.20673622,0.838682575,0.923103466,-6.535124236
ZNF491,-0.054007741,1.524821022,-0.207120074,0.838387549,9.23E-01,-5.93E+00
SNX16,-0.053888282,3.587627692,-0.207185417,0.83833733,0.922915417,-6.365915869
FRRS1,-0.0480765,3.528163489,-0.207188666,0.838334833,9.23E-01,-6.35E+00
CACUL1,-0.02387449,6.442441667,-0.207365623,0.838198836,9.23E-01,-6.59E+00
CPOX,-0.033605289,3.911881683,-0.207393182,0.838177657,0.922915417,-6.432566536
ZNF443,-0.03822325,2.554434822,-0.207449697,0.838134225,9.23E-01,-6.14E+00
ZKSCAN5,-0.024878317,4.460507883,-0.207586914,0.838028775,9.23E-01,-6.52E+00
GNG5,-0.047643065,4.415193244,-0.207796969,0.837867356,9.23E-01,-6.52E+00
RP9P,-0.037631411,2.688232806,-0.20780466,0.837861446,9.23E-01,-6.17E+00
ZNF44,-0.028917418,4.987556478,-0.208353778,0.837439507,0.922656543,-6.579360537
SLC10A7,-0.040600966,4.010683176,-0.208534323,0.837300789,9.23E-01,-6.45E+00
NAPEPLD,-0.028999043,4.579317067,-0.208672762,0.837194425,9.23E-01,-6.54E+00
TXNL1,-0.036879487,5.261401992,-0.208918428,0.837005686,0.92243061,-6.595823461
PIGN,-0.037725403,4.828673244,-0.20912361,0.836848058,9.22E-01,-6.57E+00
C14ORF2,-0.046038727,4.573064885,-0.209404444,0.836632324,0.922128321,-6.538501361
CNST,-0.042030355,5.716267598,-0.209846393,0.836292848,9.22E-01,-6.61E+00
WDR17,-0.044138579,3.543748821,-0.209942919,0.836218708,9.22E-01,-6.36E+00
GGH,-0.067938229,2.481456209,-0.210380573,0.835882571,0.921683939,-6.120470035
NUDT16,-0.076583423,5.612091073,-0.210441467,0.835835805,9.22E-01,-6.61E+00
ZNF331,-0.062181513,6.071971616,-0.210542172,0.835758466,9.22E-01,-6.60E+00
