,log2FoldChange,AveExpr,t,pvalue,padj,B
VLDLR,1.987853517,2.03968625,1.391947319,0.197909129,0.580749738,-4.877717423
SCNN1B,2.050510247,2.827034504,1.390561204,0.198315052,0.581243283,-4.904338541
CERS4,1.513636703,3.241441093,1.390213687,0.198416934,0.581243283,-4.919808633
ZNF512,1.446686408,3.98180051,1.389869057,0.198518014,0.581243283,-4.953541625
A1BG,1.963193085,2.089773432,1.389835826,0.198527763,0.581243283,-4.881638496
TBCE,1.84652166,2.000212645,1.389736524,0.198556898,0.581243283,-4.878978003
COL6A6,2.121572891,2.180570881,1.389600379,0.198596848,0.581243283,-4.88470779
N4BP3,1.996398776,2.04236371,1.389363709,0.198666313,0.581243283,-4.880690424
URB2,1.561099945,3.259355926,1.389306756,0.198683033,0.581243283,-4.921528986
HDAC5,1.45272006,4.156878486,1.389093975,0.198745508,0.581243283,-4.968886078
ATG2B,1.452176756,3.804236555,1.389046846,0.198759348,0.581243283,-4.944071308
ELMOD3,1.542160432,3.012205925,1.388774603,0.198839312,0.581243283,-4.91287787
DNMBP,1.487255239,3.927392749,1.388702291,0.198860556,0.581243283,-4.951347628
HARS,1.196807639,5.439932285,1.38857942,0.198896659,0.581243283,-5.097695761
TMEM18,1.46393145,3.698925311,1.388203196,0.199007237,0.581287744,-4.940269361
IBTK,1.444343579,4.335520726,1.387280271,0.199278723,0.581381914,-4.989112414
EIF1AD,1.539016206,3.930398678,1.387204384,0.19930106,0.581381914,-4.953250533
DHX16,1.510820789,4.13600332,1.387183129,0.199307317,0.581381914,-4.969121788
ZBED2,2.031768832,2.1304252,1.386965043,0.199371523,0.581381914,-4.886121632
BRAT1,1.887576842,2.042867044,1.386770454,0.199428826,0.581381914,-4.883603849
SELPLG,1.628568891,3.756984558,1.386650866,0.19946405,0.581381914,-4.944600256
MTMR12,1.443902638,3.899735513,1.385953162,0.19966966,0.581673831,-4.952702851
MPP3,1.496752038,3.237852875,1.385812174,0.199711231,0.581673831,-4.924650472
NRIP1,1.758164864,4.548024322,1.385589512,0.199776899,5.82E-01,-5.015434557
DLG5,1.465382917,3.568940863,1.385578397,0.199780177,0.581673831,-4.937936509
SMYD5,1.743995173,3.448355432,1.385396858,0.199833731,0.581696494,-4.933329782
P2RY8,1.856138198,2.020865738,1.384918228,0.199974986,0.58184114,-4.884990553
RAPGEF2,1.364292128,4.534717996,1.384388233,0.2001315,0.58216325,-5.015231733
NUCKS1,1.23514184,6.507368814,1.38378554,0.200309611,0.582548019,-5.12154995
PTPRD,1.867836586,2.030129739,1.383493362,0.200396005,0.582665941,-4.886866601
SURF4,1.292711019,6.920392477,1.382647012,0.200646444,0.582993741,-5.147104407
RNASEH2B,1.497389472,3.434166477,1.382563799,0.200671082,0.582993741,-4.935978007
AMMECR1L,1.425781493,4.442370049,1.382467999,0.200699449,0.582993741,-5.006577514
OSBPL7,1.927833788,2.069616763,1.382408267,0.200717138,0.582993741,-4.889303495
ACAA1,1.516192331,4.400556679,1.38132414,0.201038426,0.583504162,-5.003129227
ACD,1.493313424,3.23736352,1.381248637,0.201060818,0.583504162,-4.929785219
BIRC6,1.507807598,4.586150257,1.379896624,0.201462151,0.584428779,-5.026583899
HUS1,1.471083252,3.412112976,1.379728024,0.201512247,0.584440699,-4.938317813
ZNF320,1.883867991,2.042370337,1.378971207,0.201737249,0.584787143,-4.892284145
WDR4,1.583697237,3.019586384,1.378806254,0.201786318,0.584787143,-4.924370478
DEPDC5,1.829884287,1.995349293,1.378707318,0.201815753,0.584787143,-4.891128957
ZEB1,1.420178951,5.223350265,1.377597659,0.202146155,0.585217063,-5.099384228
SFXN3,1.413945423,4.395922564,1.376918306,0.202348661,0.585217063,-5.007674523
FABP3,1.51825319,3.255215958,1.376562745,0.202454719,0.585217063,-4.935759757
SLC25A30,1.614736617,2.679635329,1.376494453,0.202475094,0.585217063,-4.915172355
LTBR,1.382120346,5.138658482,1.376490257,0.202476346,0.585217063,-5.093651656
ARSD,1.590661562,3.044957188,1.376475421,0.202480773,0.585217063,-4.927921264
STIM2,2.306045937,3.606525932,1.376048382,0.202608228,0.585221852,-4.950253107
TXNDC15,1.427168418,3.885295435,1.375802816,0.202681551,0.585294212,-4.963315166
DRG2,1.483620531,4.273358041,1.375449312,0.202787143,0.585372117,-4.996001515
MUC20,1.951707148,2.085432667,1.375052685,0.202905672,0.585372117,-4.897989241
TMEM54,1.718780603,2.743102503,1.374947067,0.202937245,0.585372117,-4.918991439
UBTF,1.492813553,4.785896185,1.374825218,0.202973676,0.585372117,-5.056735038
TBRG1,1.355454087,4.96588401,1.374691358,0.203013704,0.585372117,-5.078167278
FAM50A,1.225511919,5.438183214,1.374273351,0.203138743,0.585412366,-5.114446699
KEAP1,1.454601059,4.832855851,1.374105585,0.203188946,0.585412366,-5.063344654
LMO3,1.476221263,3.422157095,1.373195052,0.203461602,0.585412366,-4.946082298
NSUN5,1.484124968,3.232525526,1.372936116,0.203539196,0.585412366,-4.938958797
RLF,1.731881535,4.473104512,1.372913445,0.203545991,0.585412366,-5.021157813
MAMDC2,2.059678162,2.148210064,1.372908584,0.203547448,0.585412366,-4.902332298
RRAS2,1.450277441,4.062143166,1.372903862,0.203548863,0.585412366,-4.979184305
BACE2,1.259481544,5.097139012,1.372650871,0.203624704,0.585484094,-5.09420637
MACF1,1.254480092,7.415351531,1.372426365,0.203692026,0.585484094,-5.192087848
DHRSX,1.606101184,3.027863873,1.37152553,0.203962347,0.585665944,-4.932840214
BTBD7,1.428708428,3.786717023,1.371228008,0.204051694,0.585781609,-4.963475526
STK38L,1.483524679,3.582643536,1.369876799,0.20445789,0.586420185,-4.956241216
GSTM3,1.633669912,4.267218192,1.369674421,0.204518788,0.586420185,-5.001976694
BRD8,1.410557518,4.053085314,1.369577322,0.204548012,0.586420185,-4.982204236
DGCR2,1.407677356,4.332455344,1.368805401,0.204780462,0.586928361,-5.009956864
TRPS1,1.895855518,2.003718947,1.368490057,0.204875487,0.586928361,-4.902724122
HPS3,1.82196336,1.986413349,1.36830948,0.204929918,0.586928361,-4.902393496
ITK,2.054564112,2.060994309,1.367563688,0.205154855,5.87E-01,-4.905530177
LOC729970,1.815018944,1.989821953,1.367348288,0.20521986,0.58741874,-4.903564074
TUBG1,1.456893175,3.405375712,1.366821668,0.205378863,0.587543042,-4.952590596
RBBP4,1.388551573,4.670471352,1.366673076,0.205423746,0.587543042,-5.052101089
CBX1,1.414487203,4.057073436,1.366446539,0.20549219,0.587543042,-4.986087151
LGALS1,0.943528811,8.877209289,1.366439097,0.205494439,5.88E-01,-5.312403288
CDC7,1.839184821,2.014982918,1.366112984,0.205593002,0.587692637,-4.905701738
ERMAP,1.874708378,2.039672896,1.365163695,0.205880142,0.587852332,-4.907521574
LCAT,1.541977054,3.270244025,1.36480457,0.20598886,0.587999885,-4.949547434
CCND3,1.711525734,5.389472207,1.364620675,0.206044549,0.587999885,-5.124198841
TGFB2,2.225765211,3.202095601,1.364534603,0.206070618,0.587999885,-4.947210332
CDK6,1.416868987,3.879575123,1.364131771,0.206192666,0.588216071,-4.976148915
UTP20,1.753672594,3.442635338,1.363080354,0.20651151,0.588993444,-4.958260772
LMTK2,1.800874357,3.460511172,1.362129788,0.206800133,0.589433239,-4.960040372
DCAF6,1.297489066,5.418384455,1.362090156,0.206812174,0.589433239,-5.128114403
ZNF664,1.388608609,4.773038281,1.36196163,0.206851227,0.589433239,-5.070018376
MDH1,1.34580909,4.781934097,1.36089592,0.207175289,0.589827676,-5.072333538
PRDM4,1.396142828,4.312523598,1.360471447,0.207304483,0.589920532,-5.017270064
CDK5RAP1,2.110994959,3.166327994,1.360331291,0.207347157,0.589920532,-4.950535231
TMEM219,1.414107079,5.845534431,1.359877371,0.207485414,0.590073791,-5.135490917
ZNF564,1.817250121,1.98119805,1.359760372,0.207521063,0.590073791,-4.911677243
DDX1,1.337928991,4.990158064,1.359630738,0.207560568,0.590073791,-5.098230414
ARMC7,1.806900585,1.989534334,1.359544856,0.207586743,0.590073791,-4.912176338
ALYREF,1.174283083,5.347046359,1.359029108,0.207743993,0.590388732,-5.128503363
RCBTB1,1.481725837,3.412443151,1.358658412,0.20785708,0.590578053,-4.962020865
INTS7,1.80976045,1.98026635,1.358412901,0.207932006,0.590578972,-4.913133667
FURIN,1.44511048,6.07346688,1.358241753,0.207984251,0.590578972,-5.138183055
SAMD4A,1.209497171,5.904875823,1.358200613,0.207996812,0.590578972,-5.137380103
GMEB2,1.429998282,3.68136706,1.357572344,0.208188705,0.590754928,-4.974148935
ADCK2,1.952721012,2.08893566,1.357541167,0.208198231,0.590754928,-4.917490696
C16orf45,1.764619589,3.391515942,1.357211363,0.208299028,0.590909007,-4.962809425
TMTC1,2.680172366,2.47645712,1.356725312,0.208447654,0.590977946,-4.930562051
THAP4,1.389653745,4.257709656,1.356669838,0.208464623,0.590977946,-5.01580125
GBF1,1.233010414,5.131467408,1.356523692,0.208509333,0.590977946,-5.116265543
SOGA1,1.968301633,2.098352386,1.355739333,0.208749427,0.591394666,-4.919775716
SMG8,1.885728117,1.997716041,1.355456638,0.208836019,0.591508126,-4.916932007
TMEM41B,1.63438959,4.144019318,1.355203034,0.208913725,0.591596375,-5.006212606
SCN4B,2.19960574,2.227350587,1.354869026,0.209016106,0.591754442,-4.924778925
LBR,1.414287254,4.256826945,1.3546179,0.20909311,0.591840608,-5.018036415
ABCB7,1.51062864,2.990363611,1.353936617,0.209302136,0.592153776,-4.951130794
ZCCHC3,1.419975572,3.779928486,1.353537625,0.209424634,5.92E-01,-4.983071355
TMEM218,1.858683401,2.03196251,1.353533987,0.209425751,0.592153776,-4.920111503
SCAND1,1.444402025,4.590958918,1.352091084,0.209869263,0.593079008,-5.059082066
SOCS2,1.436336986,6.178554267,1.351826673,0.209950622,0.593079008,-5.147382025
NEK3,1.685859538,3.099192742,1.351392887,0.210084157,0.593324345,-4.957981351
SLC4A2,1.354176275,4.515103566,1.351212511,0.210139704,0.593349368,-5.050936443
CAMKK1,2.015427959,2.126218854,1.350893249,0.210238053,0.593490557,-4.925996724
B3GNT2,1.442910687,3.676580896,1.349612793,0.21063289,0.593909662,-4.982863351
FKTN,1.792185749,1.979071674,1.349597494,0.210637611,5.94E-01,-4.92E+00
MTX3,1.808656417,1.997764792,1.349507915,0.210665258,0.593909662,-4.923473705
ZNF514,1.796935887,1.974613041,1.349120734,0.210784787,0.59411485,-4.923176004
MRPS26,1.416455898,4.237703182,1.348136158,0.211089003,0.594584153,-5.023438841
PRPF8,1.146825271,6.843573736,1.347765281,0.211203693,0.594584153,-5.183096995
HS6ST1,1.633041048,2.696896145,1.347749855,0.211208465,0.594584153,-4.947710512
KANSL1,1.363569306,4.413034092,1.347017428,0.211435122,0.594584153,-5.043687398
PLEC,1.189374091,6.257016746,1.34652384,0.211587984,0.594584153,-5.155358114
TVP23B,2.212535179,2.86979,1.346320458,0.211650999,0.594584153,-4.955226524
4-Sep,1.817340549,4.01520475,1.34607978,0.211725589,0.594584153,-5.005551391
PCCB,1.808990953,1.999560263,1.345786353,0.211816557,0.594584153,-4.927611479
SYNPO2,1.731614492,3.853544206,1.345713541,0.211839135,0.594584153,-4.995310123
KAT8,1.272676273,4.666480291,1.345623933,0.211866924,0.594584153,-5.075710204
YTHDF1,1.327509229,4.882003596,1.345617414,0.211868946,0.594584153,-5.101900384
RNF170,1.840428388,2.021894821,1.345498658,0.21190578,0.594584153,-4.928620776
DES,2.697491854,5.158293339,1.345035966,0.212049342,0.594584153,-5.131764735
TP53RK,1.526937883,4.011459892,1.344864378,0.212102603,0.594584153,-5.00660252
TSC22D3,1.910509704,6.517825177,1.343979187,0.212377545,0.594584153,-5.168593741
RNF103,1.43158738,4.197042792,1.343901757,0.212401609,0.594584153,-5.024160059
KCTD18,1.833175702,2.017537185,1.343549129,0.212511231,0.594597439,-4.930619989
NCOR2,1.157363122,5.406010365,1.343294833,0.212590314,0.594597439,-5.149546798
KLF6,1.103898322,7.845395838,1.343230227,0.21261041,0.594597439,-5.260621721
ARID2,1.680026482,3.497679912,1.342990492,0.212684993,0.594597439,-4.982909029
LRP5L,1.837900875,1.980136429,1.342983822,0.212687069,0.594597439,-4.930075832
TOX2,1.601576184,3.304933839,1.342421332,0.212862153,0.594956038,-4.975845513
RNF220,1.397837361,4.500674323,1.34199737,0.212994199,0.595185533,-5.059674072
C11orf68,1.479969592,5.340083741,1.341857027,0.213037925,0.595185533,-5.148008675
PKN3,1.911845184,2.849090559,1.341075322,0.213281617,0.595438443,-4.960306834
STRADA,1.449023331,3.808614068,1.340926442,0.213328056,0.595438443,-4.998525176
CTSZ,1.227269925,7.227209611,1.340899427,0.213336484,0.595438443,-5.216408203
TRIM29,2.933013037,2.43047317,1.340665213,0.213409561,0.595438443,-4.946825299
PLA2G4C,1.475753393,3.899232235,1.340109424,0.213583057,0.595660976,-5.00437579
SRP68,1.19873859,5.655199126,1.339638058,0.213730293,0.595935486,-5.15875922
BMF,2.165372732,3.176773292,1.339494128,0.213775268,0.595935486,-4.974099387
KIN,1.983614545,2.785793806,1.339030372,0.213920237,0.596192242,-4.960343393
SVIL,1.434909725,5.49724668,1.338749411,0.214008105,0.596192242,-5.157328968
CST6,1.575092065,3.012009974,1.337661632,0.214348588,0.596516524,-4.969929191
PPP6R1,1.37637755,4.033226286,1.337195543,0.214494617,5.97E-01,-5.017000739
CTNNAL1,1.400574424,5.499260702,1.337091393,0.21452726,0.596516524,-5.159293359
HERC4,1.618388979,4.212044378,1.336634062,0.214670646,0.596516524,-5.033812131
OXSR1,1.406721698,4.802424827,1.336450143,0.214728333,0.596516524,-5.10283774
EWSR1,1.189101639,7.06688355,1.336411893,0.214740331,0.596516524,-5.210945586
CXorf36,2.592078434,3.1925531,1.336130702,0.214828557,0.596516524,-4.978429025
WDR83,1.811755834,2.004945129,1.335851868,0.214916074,0.596629179,-4.938641708
GALNT10,1.222631691,4.845546661,1.335554283,0.215009509,0.596758212,-5.109157466
SFTPD,1.447955356,5.061619883,1.335223676,0.215113353,0.59691607,-5.133623975
LEPROTL1,1.433253749,4.697189564,1.334815513,0.215241616,0.597105153,-5.091830663
CAPN10,1.818068396,2.009696142,1.334563376,0.21532088,0.597105153,-4.940193931
TAF4,1.779778647,1.965481828,1.334536729,0.215329259,0.597105153,-4.93883917
WDR81,1.920064048,2.073431075,1.334373923,0.215380455,0.597105153,-4.942414188
DUSP3,1.143599898,6.155668397,1.334046482,0.215483455,0.597105153,-5.167491525
MRPL38,1.417351631,4.518956505,1.333960928,0.215510373,0.597105153,-5.070950981
UQCRC2,1.149184168,6.146651551,1.333601618,0.215623457,0.597288256,-5.16783558
SNRPC,1.316162444,4.878615739,1.332041814,0.21611495,0.597998018,-5.117005256
SUPT20H,1.401238433,3.659305618,1.331724013,0.216215204,0.598137085,-5.00205209
WDR11,1.396186477,3.866239856,1.331431897,0.216307392,0.598137085,-5.011896325
FAM167A,1.842954685,1.978858345,1.331136877,0.216400528,0.598137085,-4.942965507
FAM189B,1.76914213,1.970600309,1.330872224,0.216484108,0.598237991,-4.942992022
FAM122B,1.425843564,3.682757548,1.32960555,0.21688451,0.598671859,-5.005380434
PDPK1,1.451688947,3.397485928,1.329418706,0.216943625,0.598671859,-4.993925017
POLA2,1.641642003,2.66740257,1.32933266,0.216970854,0.598671859,-4.96697583
ACTR3B,1.791285915,1.992297472,1.329083131,0.217049831,0.598682413,-4.945624016
ANAPC5,1.331258556,5.111090523,1.329022919,0.217068893,0.598682413,-5.146028376
EIF3K,1.114979137,7.066125601,1.328683762,0.217176285,0.598696626,-5.219840536
SPATA2L,1.767276614,1.971093245,1.328422025,0.217259194,0.598696626,-4.945672326
MRPL34,1.528144283,3.74210068,1.328411659,0.217262478,0.598696626,-5.009289128
CAT,1.573773868,4.662672237,1.328030182,0.217383366,0.598754631,-5.09519991
PLD2,1.586035344,3.643651876,1.327623684,0.217512244,0.598754631,-5.005936841
PSMD9,1.331188786,4.556681826,1.327207944,0.21764412,0.598792376,-5.083135001
ZNF598,1.382877182,3.764418942,1.326842496,0.217760099,0.598792376,-5.012080517
ROCK1,1.318488659,4.726695666,1.326816484,0.217768356,0.598792376,-5.104473305
EHBP1L1,1.410830571,4.611795235,1.326816403,0.217768382,0.598792376,-5.090289205
UNC119B,1.400681917,4.11192348,1.326532239,0.217858603,0.598910877,-5.035571231
ARHGEF17,1.750794064,4.258938728,1.325719501,0.218116819,0.599150776,-5.050746333
ABHD6,2.207346831,2.234882507,1.32566406,0.218134443,0.599150776,-4.957023602
MGA,1.537742083,3.586183495,1.324814135,0.218404769,0.599634092,-5.006646903
POMZP3,1.762061274,1.959623371,1.323983171,0.218669338,0.599991742,-4.950127966
ZSCAN26,1.771687293,1.959060229,1.323880259,0.218702123,0.599991742,-4.950221707
FYCO1,1.349073924,4.709002493,1.323497456,0.21882411,0.599991742,-5.106072358
PPARGC1B,2.303757004,2.286429154,1.323303457,0.218885952,0.599991742,-4.961231963
ATG2A,1.432241052,3.204702317,1.323212554,0.218914935,0.599991742,-4.993130153
PGAP3,2.225639571,2.2449782,1.323171021,0.218928179,0.599991742,-4.9600597
NSMCE4A,1.368929981,4.032349221,1.323027805,0.21897385,0.599991742,-5.032702023
MTOR,1.355213044,4.291418271,1.322923442,0.219007136,0.599991742,-5.057261967
SNHG8,1.12063089,6.498805376,1.322530346,0.219132551,0.600075805,-5.192379574
GFOD2,1.488022722,3.832875349,1.322383331,0.21917947,0.600075805,-5.020266103
SAMD14,1.978285413,2.02522181,1.321771381,0.219374865,6.00E-01,-4.954592154
WDR45B,1.453464925,5.97011169,1.321600395,0.219429486,0.600243078,-5.179662681
IMMP2L,1.783674866,1.989476783,1.320980182,0.219627711,6.01E-01,-4.954331065
ELOVL1,1.243013666,5.523406847,1.320704931,0.219715731,0.600532789,-5.178746724
ADARB1,1.626136767,4.64251993,1.320230244,0.219867598,0.600532789,-5.101492903
NPR1,1.912946184,3.953717513,1.319971403,0.219950446,0.600532789,-5.030327403
MRTO4,1.148405786,5.293245508,1.319967235,0.21995178,0.600532789,-5.170640669
MYSM1,1.834881645,3.78626667,1.319847831,0.219990007,0.600532789,-5.020848198
MAL,2.062496133,2.156761165,1.319573007,0.220078014,0.600532789,-4.961159226
ZNF182,1.758899867,1.956277532,1.319460371,0.220114091,0.600532789,-4.95492135
ADK,1.536062291,3.825506218,1.319316511,0.220160177,0.600532789,-5.023302491
LZTS2,1.475733631,3.933040645,1.319256633,0.220179362,0.600532789,-5.029754157
BCAP31,1.072037035,6.90267088,1.318964575,0.220272956,0.600532789,-5.220197746
MOCS1,1.167190719,5.273688903,1.318472981,0.220430569,0.600532789,-5.171311902
ASCC2,1.34594368,4.569692427,1.317917382,0.220608819,0.600583808,-5.095155732
EDEM1,1.386047101,4.939756543,1.317778772,0.220653307,0.600583808,-5.140386003
RHOBTB2,1.595794738,3.303355984,1.317444032,0.220760776,0.600583808,-5.003329797
MRPL2,1.394409129,3.66445311,1.31743542,0.220763542,0.600583808,-5.018048841
TIA1,1.318701787,4.54776957,1.317400652,0.220774707,0.600583808,-5.093066366
AP1B1,1.246052786,5.111240458,1.317375708,0.220782717,0.600583808,-5.159305488
RPLP1,0.8752307,10.30723031,1.316590563,0.221034984,0.600940464,-5.410634297
B4GALT4,2.106063149,3.15234664,1.316429123,0.221086885,0.600940464,-4.998541676
ZNF480,1.561055802,3.004216896,1.315650444,0.221337365,0.600940464,-4.993806343
MDH2,1.184838761,5.998598775,1.315428633,0.221408759,6.01E-01,-5.19E+00
CCS,1.534463042,3.859703311,1.315257126,0.221463975,0.600940464,-5.029416323
KDM2A,1.188565878,5.979333807,1.314909854,0.221575813,0.600940464,-5.187362546
AP2M1,1.219282303,6.899282012,1.314634675,0.221664468,0.600945248,-5.224942748
L3MBTL2,1.764854674,3.774891219,1.314182919,0.221810076,0.601077394,-5.026549641
DNAJB6,1.380873461,5.671358084,1.313246602,0.222112122,0.601428575,-5.189173997
ZNF549,1.781725076,1.95681983,1.313126091,0.222151022,0.601428575,-4.961782636
RHOJ,1.147879697,6.033552595,1.31263482,0.222309663,0.601646828,-5.190346301
RPL13A,1.128539827,6.736643361,1.312120241,0.222475932,0.60184049,-5.217492891
ZNF449,1.745538746,1.960522574,1.311744973,0.222597254,0.60204054,-4.963390084
SLFN11,1.208847005,5.365466819,1.311167714,0.222783986,0.602417378,-5.184437352
NPTX1,2.279687982,2.144159755,1.310817149,0.222897451,0.602595981,-4.970237793
PMS1,1.769716798,1.982784646,1.310417521,0.223026856,0.602619137,-4.965530783
APAF1,1.742224562,1.952390414,1.310227153,0.223088522,0.602619137,-4.96476675
DDX41,1.141037894,5.214738817,1.309849333,0.223210952,0.602661501,-5.176685159
TLE2,1.511269407,3.448383249,1.309842252,0.223213247,0.602661501,-5.017476724
USHBP1,2.136039549,2.198290012,1.309560653,0.223304534,0.602661501,-4.97330421
ABCB10,1.808640316,2.009732419,1.309444582,0.223342171,0.602661501,-4.967424225
MRGPRF,2.032114375,2.141229217,1.30936139,0.223369149,0.602661501,-4.971717242
TOP1MT,1.643523203,3.329572728,1.30916252,0.223433653,0.602661501,-5.013436983
ROMO1,1.133133848,5.536935881,1.309132757,0.223443307,0.602661501,-5.192279757
MYOF,1.200431739,5.772522929,1.308656747,0.22359777,0.602822244,-5.194404753
SPAG4,1.739958625,1.956382693,1.308406243,0.223679093,0.602913595,-4.966854781
ZNF518A,1.781259478,1.991760262,1.308164394,0.223757631,0.602997398,-4.968242971
YPEL1,1.760152725,1.976654479,1.307370999,0.224015437,0.603564171,-4.968615806
RERE,1.341013009,5.244608029,1.304657401,0.224899085,0.605362305,-5.185076168
ZNF528,1.733774794,1.953655468,1.303493765,0.225278904,0.605862168,-4.972048895
PRPSAP2,1.398257141,3.382558548,1.303350402,0.225325736,0.605862168,-5.021910573
METTL2A,1.75428272,1.947488018,1.30314533,0.22539274,0.605862168,-4.972226012
SRFBP1,2.050145149,2.801149241,1.302926308,0.225464321,0.605926422,-5.000313016
TNFRSF1B,1.131775323,6.750430158,1.302166575,0.225712765,6.06E-01,-5.23E+00
PEBP1,1.296381593,6.736805296,1.301970227,0.22577701,0.606488754,-5.229067383
CENPB,1.413943735,4.141277419,1.301326299,0.225987815,0.606563703,-5.066017533
SH3BP5L,1.482730404,2.990148242,1.301056499,0.226076189,0.606672779,-5.009171183
COMMD4,1.492172243,4.260464492,1.300228076,0.226347723,0.607173836,-5.079196089
CD2,1.546888546,3.435674841,1.298990195,0.226753976,0.607721697,-5.028802545
PARP16,1.735699055,1.960322944,1.298513868,0.226910462,6.08E-01,-4.98E+00
SDR39U1,1.726049123,1.944883536,1.297795724,0.227146562,0.608135756,-4.977877874
IRF4,1.965152689,2.016684213,1.297792191,0.227147725,0.608135756,-4.980164869
SIPA1L3,1.724499096,1.946408705,1.297098969,0.227375828,0.608361978,-4.978672515
GDPD3,1.745951903,1.969831277,1.296622439,0.22753274,0.608439848,-4.979932521
TAF7,1.147859961,6.342365851,1.296473669,0.227581746,0.608439848,-5.215344961
CSPP1,1.407090015,3.196139385,1.296149662,0.227688506,0.608555246,-5.022316813
UBE2E3,1.431847881,4.252219694,1.296007491,0.227735365,0.608555246,-5.083002847
ZNF821,1.810926184,1.961008707,1.295571708,0.227879046,0.608811183,-4.980774083
FANCC,1.726707612,1.953524075,1.2951773,0.228009152,0.60903075,-4.980956127
GRB7,2.22154291,2.11817475,1.294438345,0.228253082,6.09E-01,-4.987023292
MVB12B,1.831900915,2.027459713,1.294393012,0.228268054,0.609210141,-4.984148084
SFXN4,1.443574934,2.958191502,1.293837884,0.228451456,0.609443651,-5.01579893
NANS,1.320295299,5.462566512,1.292651208,0.228843922,0.609890394,-5.208857232
EIF2B1,1.347143942,4.238106207,1.292478879,0.228900963,0.609890394,-5.085442064
PTGR1,1.398546811,3.524588448,1.29246114,0.228906835,0.609890394,-5.039535145
HTRA3,2.305925039,2.290966759,1.292348995,0.228943962,6.10E-01,-4.994794702
GGTLC1,1.754017605,1.943656997,1.292316139,0.228954841,0.609890394,-4.983697205
LIMA1,1.296920279,5.325345572,1.292042102,0.229045589,0.610004273,-5.203941828
FUBP1,1.40172552,4.980360901,1.291548817,0.229209018,0.610056002,-5.174684523
SFXN5,1.824440349,2.023595315,1.290665604,0.229501877,0.610461059,-4.988007995
GSN,1.873195301,7.219562218,1.290510497,0.22955334,0.610461059,-5.273833019
THG1L,1.727538718,1.937899481,1.289748,0.229806471,0.610777958,-4.986252812
USP34,1.180623168,5.697126921,1.289526089,0.229880184,0.610801066,-5.216035146
TRIQK,1.924803403,2.083211468,1.289401744,0.229921496,0.610801066,-4.991275082
RNF44,1.387788392,3.378155344,1.289190468,0.229991706,0.610859893,-5.037106657
RAB11FIP5,1.32586529,4.541826576,1.288757854,0.230135523,0.610864904,-5.124209712
C17orf80,1.504243764,2.617453972,1.288249329,0.230304673,0.611052629,-5.009807345
UBR4,1.282984576,6.65677659,1.287858129,0.230434868,0.611123262,-5.240191881
SIL1,1.399875702,4.08403348,1.287465591,0.23056557,0.611123262,-5.076241745
HEYL,2.087614105,3.565326954,1.287445389,0.230572299,0.611123262,-5.046652032
TCN2,1.403658433,4.573291427,1.287153139,0.230669651,0.611123262,-5.129839385
MTO1,1.921252687,2.754280774,1.287117378,0.230681565,0.611123262,-5.01569322
HSD17B8,1.806949545,2.0134962,1.28701409,0.230715982,0.611123262,-4.991579619
LTB4R,1.621774164,2.69793095,1.286189495,0.230990896,0.611325739,-5.014774482
LRRC59,1.155838968,6.231253133,1.286036731,0.231041856,0.611325739,-5.223511997
USP21,1.40799164,3.391227445,1.285931972,0.231076808,0.611325739,-5.041163347
SERINC4,1.789234827,1.952003219,1.285856526,0.231101983,0.611325739,-4.990851129
IBA57,1.731615633,1.962942586,1.285775161,0.231129135,0.611325739,-4.991289321
EPN2,1.346609901,4.573800563,1.284989869,0.231391331,0.611706124,-5.132289986
ZC3H13,1.383828828,3.518026594,1.284824767,0.231446488,0.611706124,-5.047537018
MDFIC,1.597300613,3.056170553,1.284230742,0.231645027,0.611719503,-5.029795774
DENND4B,1.296708857,4.436183001,1.284143183,0.231674304,0.611719503,-5.116551501
MTA1,1.997338536,3.117422436,1.284069005,0.231699109,0.611719503,-5.032328725
LAMB2,1.427871169,6.522598908,1.284017927,0.23171619,0.611719503,-5.237265872
SLC25A19,1.773914766,1.946871046,1.284013587,0.231717642,0.611719503,-4.992646748
NR5A2,1.885579801,2.061422033,1.28319116,0.231992826,0.612098787,-4.997188201
ANKH,1.359901389,4.213322921,1.283027792,0.232047522,0.612098787,-5.093279032
SDHAP1,1.705749797,1.939564587,1.282138367,0.232345489,0.612630461,-4.994404757
NAIF1,1.806718078,2.014414032,1.281706351,0.232490335,0.612774628,-4.99725756
RNH1,1.163390905,6.706444746,1.281687676,0.232496597,0.612774628,-5.250152996
WWTR1,1.087638478,6.32254597,1.281141627,0.232679788,0.612830775,-5.231943863
MRPL48,1.73868524,1.969892049,1.281049277,0.232710781,0.612830775,-4.996537436
CBL,1.517868165,3.940338439,1.280833389,0.232783249,0.612866419,-5.07232153
CYP2R1,1.714633988,1.932210502,1.280711343,0.232824225,0.612866419,-4.995683484
THOP1,1.912163518,2.769290757,1.280578045,0.232868986,0.612866419,-5.023236582
THAP1,1.716575121,1.93219701,1.280403983,0.232927445,0.612893355,-4.996009243
PRKD3,1.303762094,4.666482603,1.280187192,0.233000273,0.612958077,-5.149100301
PJA2,1.267730781,5.150660712,1.27984132,0.233116503,0.613079143,-5.20500235
HNRNPA2B1,0.918026668,8.937123477,1.279483262,0.233236879,0.613079143,-5.416946976
EXOC4,1.446593009,3.912453682,1.27936098,0.233278,0.613079143,-5.072063186
